415	10403	16	21	366.45
416	10403	48	70	892.5
417	10404	26	30	936.9
418	10404	42	40	560
419	10404	49	30	600
420	10405	3	50	500
421	10406	1	10	180
422	10406	21	30	300
423	10406	28	42	1915.2
424	10406	36	5	95
425	10406	40	2	36.8
426	10407	11	30	630
427	10407	69	15	540
428	10407	71	15	322.5
429	10408	37	10	260
430	10408	54	6	44.7
431	10408	62	35	1725.5
432	10409	14	12	279
433	10409	21	12	120
434	10410	33	49	122.5
435	10410	59	16	880
436	10411	41	25	241.25
437	10411	44	40	778
438	10411	59	9	495
439	10412	14	20	465
440	10413	1	24	432
441	10413	62	40	1972
442	10413	76	14	252
443	10414	19	18	165.6
444	10414	33	50	125
445	10415	17	2	78
446	10415	33	20	50
447	10416	19	20	184
448	10416	53	10	328
449	10416	57	20	390
450	10417	38	50	13175
451	10417	46	2	24
452	10417	68	36	450
453	10417	77	35	455
454	10418	2	60	1140
455	10418	47	55	522.5
456	10418	61	16	456
457	10418	74	15	150
458	10419	60	60	2040
459	10419	69	20	720
460	10420	9	20	1940
461	10420	13	2	12
462	10420	70	8	120
463	10420	73	20	300
464	10421	19	4	36.8
465	10421	26	30	936.9
466	10421	53	15	492
467	10421	77	10	130
468	10422	26	2	62.46
469	10423	31	14	175
470	10423	59	20	1100
471	10424	35	60	1080
472	10424	38	49	12911.5
473	10424	68	30	375
474	10425	55	10	240
475	10425	76	20	360
476	10426	56	5	190
477	10426	64	7	232.75
478	10427	14	35	813.75
479	10428	46	20	240
480	10429	50	40	650
481	10429	63	35	1536.5
482	10430	17	45	1755
483	10430	21	50	500
484	10430	56	30	1140
485	10430	59	70	3850
486	10431	17	50	1950
487	10431	40	50	920
488	10431	47	30	285
489	10432	26	10	312.3
490	10432	54	40	298
491	10433	56	28	1064
492	10434	11	6	126
493	10434	76	18	324
494	10435	2	10	190
495	10435	22	12	252
496	10435	72	10	348
497	10436	46	5	60
498	10436	56	40	1520
499	10436	64	30	997.5
500	10436	75	24	186
501	10437	53	15	492
502	10438	19	15	138
503	10438	34	20	280
504	10438	57	15	292.5
505	10439	12	15	570
506	10439	16	16	279.2
507	10439	64	6	199.5
508	10439	74	30	300
509	10440	2	45	855
510	10440	16	49	855.05
511	10440	29	24	2970.96
512	10440	61	90	2565
513	10441	27	50	2195
514	10442	11	30	630
515	10442	54	80	596
516	10442	66	60	1020
517	10443	11	6	126
518	10443	28	12	547.2
